median_rent,renter_occ,all_units,one_br,two_br,three_br,multi_rm,county,GPID,NAME
1424,1494.0,5854.0,80.0,81.0,173.0,5520.0,Chester,10182,"Caln township, Chester County, Pennsylvania"
2066,278.0,2032.0,0.0,18.0,33.0,1981.0,Chester,8175,"Charlestown township, Chester County, Pennsylvania"
1139,2820.0,5073.0,52.0,83.0,571.0,4367.0,Chester,9301,"Coatesville city, Chester County, Pennsylvania"
1194,1421.0,3364.0,37.0,75.0,378.0,2874.0,Chester,8752,"Downingtown borough, Chester County, Pennsylvania"
1392,396.0,3614.0,0.0,22.0,98.0,3494.0,Chester,9423,"East Bradford township, Chester County, Pennsylvania"
1251,291.0,3095.0,0.0,12.0,115.0,2968.0,Chester,9490,"East Brandywine township, Chester County, Pennsylvania"
1380,769.0,2428.0,80.0,316.0,363.0,1669.0,Chester,8886,"East Caln township, Chester County, Pennsylvania"
1444,560.0,2499.0,14.0,31.0,204.0,2250.0,Chester,9303,"East Coventry township, Chester County, Pennsylvania"
1660,385.0,2857.0,0.0,0.0,74.0,2783.0,Chester,9039,"East Fallowfield township, Chester County, Pennsylvania"
1489,2624.0,8670.0,90.0,166.0,1041.0,7373.0,Chester,8951,"East Goshen township, Chester County, Pennsylvania"
1383,359.0,2949.0,0.0,0.0,35.0,2914.0,Chester,8907,"East Marlborough township, Chester County, Pennsylvania"
1176,80.0,646.0,7.0,12.0,16.0,611.0,Chester,9948,"East Nantmeal township, Chester County, Pennsylvania"
1027,298.0,2950.0,0.0,10.0,36.0,2904.0,Chester,9331,"East Nottingham township, Chester County, Pennsylvania"
1261,434.0,3257.0,168.0,14.0,116.0,2959.0,Chester,8859,"East Pikeland township, Chester County, Pennsylvania"
1462,552.0,4112.0,96.0,19.0,156.0,3841.0,Chester,8511,"Easttown township, Chester County, Pennsylvania"
1016,213.0,2455.0,12.0,0.0,83.0,2360.0,Chester,8689,"East Vincent township, Chester County, Pennsylvania"
1535,1404.0,4308.0,33.0,89.0,347.0,3839.0,Chester,7746,"East Whiteland township, Chester County, Pennsylvania"
890,75.0,635.0,0.0,9.0,24.0,602.0,Chester,8826,"Elk township, Chester County, Pennsylvania"
823,154.0,711.0,4.0,19.0,91.0,597.0,Chester,9637,"Elverson borough, Chester County, Pennsylvania"
1375,99.0,1688.0,0.0,0.0,10.0,1678.0,Chester,8595,"Franklin township, Chester County, Pennsylvania"
1269,102.0,493.0,0.0,0.0,31.0,462.0,Chester,9326,"Highland township, Chester County, Pennsylvania"
988,248.0,730.0,0.0,15.0,42.0,673.0,Chester,10061,"Honey Brook borough, Chester County, Pennsylvania"
1182,827.0,3068.0,0.0,0.0,243.0,2825.0,Chester,8642,"Honey Brook township, Chester County, Pennsylvania"
1295,615.0,3356.0,67.0,111.0,134.0,3044.0,Chester,9421,"Kennett township, Chester County, Pennsylvania"
1103,941.0,2332.0,5.0,132.0,250.0,1945.0,Chester,9724,"Kennett Square borough, Chester County, Pennsylvania"
1509,65.0,1217.0,0.0,0.0,8.0,1209.0,Chester,8779,"London Britain township, Chester County, Pennsylvania"
1088,132.0,918.0,0.0,21.0,3.0,894.0,Chester,8569,"Londonderry township, Chester County, Pennsylvania"
982,293.0,2854.0,0.0,0.0,97.0,2757.0,Chester,10029,"London Grove township, Chester County, Pennsylvania"
1038,167.0,1110.0,22.0,0.0,45.0,1043.0,Chester,8572,"Lower Oxford township, Chester County, Pennsylvania"
1688,691.0,1642.0,0.0,34.0,244.0,1364.0,Chester,9926,"Malvern borough, Chester County, Pennsylvania"
1181,184.0,263.0,0.0,3.0,16.0,244.0,Chester,10006,"Modena borough, Chester County, Pennsylvania"
999,828.0,4251.0,19.0,36.0,234.0,3962.0,Chester,8971,"New Garden township, Chester County, Pennsylvania"
1135,61.0,477.0,3.0,3.0,0.0,471.0,Chester,8547,"Newlin township, Chester County, Pennsylvania"
992,229.0,1937.0,0.0,8.0,31.0,1898.0,Chester,8968,"New London township, Chester County, Pennsylvania"
1012,873.0,3315.0,0.0,27.0,337.0,2951.0,Chester,8771,"North Coventry township, Chester County, Pennsylvania"
998,1179.0,2107.0,92.0,57.0,98.0,1860.0,Chester,9228,"Oxford borough, Chester County, Pennsylvania"
970,399.0,1398.0,8.0,11.0,166.0,1213.0,Chester,9231,"Parkesburg borough, Chester County, Pennsylvania"
317,592.0,2266.0,0.0,99.0,182.0,1985.0,Chester,8868,"Penn township, Chester County, Pennsylvania"
2908,283.0,1367.0,29.0,9.0,81.0,1248.0,Chester,8785,"Pennsbury township, Chester County, Pennsylvania"
1200,3481.0,7837.0,255.0,344.0,1127.0,6111.0,Chester,8795,"Phoenixville borough, Chester County, Pennsylvania"
1500,56.0,1094.0,0.0,11.0,12.0,1071.0,Chester,9150,"Pocopson township, Chester County, Pennsylvania"
1105,347.0,1578.0,0.0,21.0,25.0,1532.0,Chester,8460,"Sadsbury township, Chester County, Pennsylvania"
1605,352.0,3087.0,40.0,57.0,55.0,2935.0,Chester,9337,"Schuylkill township, Chester County, Pennsylvania"
1082,280.0,611.0,0.0,0.0,31.0,580.0,Chester,9209,"South Coatesville borough, Chester County, Pennsylvania"
994,67.0,1002.0,0.0,6.0,29.0,967.0,Chester,9340,"South Coventry township, Chester County, Pennsylvania"
891,767.0,1564.0,33.0,41.0,252.0,1238.0,Chester,8880,"Spring City borough, Chester County, Pennsylvania"
1925,264.0,1188.0,0.0,0.0,73.0,1115.0,Chester,9224,"Thornbury township, Chester County, Pennsylvania"
1613,2706.0,12182.0,257.0,237.0,706.0,10982.0,Chester,8952,"Tredyffrin township, Chester County, Pennsylvania"
1040,134.0,839.0,0.0,0.0,23.0,816.0,Chester,9192,"Upper Oxford township, Chester County, Pennsylvania"
1786,241.0,3654.0,0.0,11.0,52.0,3591.0,Chester,8942,"Upper Uwchlan township, Chester County, Pennsylvania"
1577,1656.0,7333.0,114.0,172.0,419.0,6628.0,Chester,8363,"Uwchlan township, Chester County, Pennsylvania"
1599,706.0,3011.0,17.0,18.0,52.0,2924.0,Chester,8706,"Valley township, Chester County, Pennsylvania"
1336,165.0,1177.0,14.0,35.0,6.0,1122.0,Chester,10173,"Wallace township, Chester County, Pennsylvania"
1114,84.0,1136.0,0.0,7.0,46.0,1083.0,Chester,9129,"Warwick township, Chester County, Pennsylvania"
1088,293.0,4621.0,10.0,0.0,79.0,4532.0,Chester,9155,"West Bradford township, Chester County, Pennsylvania"
1462,354.0,2960.0,68.0,32.0,211.0,2649.0,Chester,10281,"West Brandywine township, Chester County, Pennsylvania"
1106,457.0,3621.0,9.0,0.0,0.0,3612.0,Chester,8589,"West Caln township, Chester County, Pennsylvania"
1293,4660.0,7836.0,340.0,627.0,1684.0,5185.0,Chester,9125,"West Chester borough, Chester County, Pennsylvania"
1120,138.0,918.0,0.0,0.0,17.0,901.0,Chester,9299,"West Fallowfield township, Chester County, Pennsylvania"
1428,2494.0,9157.0,82.0,230.0,762.0,8083.0,Chester,8819,"West Goshen township, Chester County, Pennsylvania"
1148,291.0,931.0,0.0,0.0,30.0,901.0,Chester,9401,"West Grove borough, Chester County, Pennsylvania"
1292,180.0,443.0,10.0,0.0,2.0,431.0,Chester,9080,"West Marlborough township, Chester County, Pennsylvania"
794,136.0,826.0,26.0,8.0,29.0,763.0,Chester,8666,"West Nantmeal township, Chester County, Pennsylvania"
967,152.0,1034.0,0.0,17.0,15.0,1002.0,Chester,8668,"West Nottingham township, Chester County, Pennsylvania"
-,39.0,1542.0,0.0,28.0,0.0,1514.0,Chester,8718,"West Pikeland township, Chester County, Pennsylvania"
1072,136.0,813.0,4.0,8.0,12.0,789.0,Chester,8991,"West Sadsbury township, Chester County, Pennsylvania"
1708,671.0,3995.0,0.0,64.0,79.0,3852.0,Chester,7755,"Westtown township, Chester County, Pennsylvania"
1750,217.0,1920.0,7.0,0.0,17.0,1896.0,Chester,8597,"West Vincent township, Chester County, Pennsylvania"
1626,1904.0,7225.0,29.0,30.0,744.0,6422.0,Chester,8636,"West Whiteland township, Chester County, Pennsylvania"
1601,539.0,4608.0,75.0,35.0,70.0,4428.0,Chester,9487,"Willistown township, Chester County, Pennsylvania"
511,48.0,431.0,0.0,42.0,6.0,383.0,Clarion,9403,"Ashland township, Clarion County, Pennsylvania"
541,151.0,838.0,0.0,6.0,30.0,802.0,Clarion,9405,"Beaver township, Clarion County, Pennsylvania"
-,2.0,33.0,0.0,0.0,2.0,31.0,Clarion,9095,"Brady township, Clarion County, Pennsylvania"
565,19.0,70.0,0.0,2.0,12.0,56.0,Clarion,9084,"Callensburg borough, Clarion County, Pennsylvania"
649,1521.0,2665.0,172.0,12.0,373.0,2108.0,Clarion,9004,"Clarion borough, Clarion County, Pennsylvania"
687,820.0,2285.0,326.0,38.0,184.0,1737.0,Clarion,7873,"Clarion township, Clarion County, Pennsylvania"
446,172.0,530.0,0.0,38.0,88.0,404.0,Clarion,8758,"East Brady borough, Clarion County, Pennsylvania"
616,49.0,681.0,19.0,0.0,26.0,636.0,Clarion,9008,"Elk township, Clarion County, Pennsylvania"
-,0.0,0.0,0.0,0.0,0.0,0.0,Clarion,8075,"Emlenton borough, Clarion County, Pennsylvania"
802,98.0,1808.0,21.0,95.0,219.0,1473.0,Clarion,8539,"Farmington township, Clarion County, Pennsylvania"
875,14.0,101.0,0.0,0.0,0.0,101.0,Clarion,8761,"Foxburg borough, Clarion County, Pennsylvania"
672,47.0,184.0,0.0,0.0,2.0,182.0,Clarion,8941,"Hawthorn borough, Clarion County, Pennsylvania"
813,28.0,389.0,6.0,21.0,29.0,333.0,Clarion,8545,"Highland township, Clarion County, Pennsylvania"
645,138.0,568.0,8.0,9.0,88.0,463.0,Clarion,8610,"Knox borough, Clarion County, Pennsylvania"
763,49.0,476.0,7.0,0.0,13.0,456.0,Clarion,8740,"Knox township, Clarion County, Pennsylvania"
675,29.0,315.0,10.0,3.0,48.0,254.0,Clarion,9246,"Licking township, Clarion County, Pennsylvania"
650,142.0,801.0,5.0,4.0,24.0,768.0,Clarion,9165,"Limestone township, Clarion County, Pennsylvania"
617,125.0,563.0,0.0,5.0,17.0,541.0,Clarion,9168,"Madison township, Clarion County, Pennsylvania"
800,18.0,598.0,15.0,37.0,68.0,478.0,Clarion,8961,"Millcreek township, Clarion County, Pennsylvania"
639,171.0,663.0,3.0,29.0,33.0,598.0,Clarion,7814,"Monroe township, Clarion County, Pennsylvania"
514,213.0,521.0,9.0,26.0,55.0,431.0,Clarion,8998,"New Bethlehem borough, Clarion County, Pennsylvania"
700,122.0,752.0,6.0,54.0,43.0,649.0,Clarion,8920,"Paint township, Clarion County, Pennsylvania"
600,52.0,496.0,9.0,0.0,26.0,461.0,Clarion,9131,"Perry township, Clarion County, Pennsylvania"
713,18.0,133.0,2.0,4.0,0.0,127.0,Clarion,9795,"Piney township, Clarion County, Pennsylvania"
658,96.0,534.0,0.0,8.0,25.0,501.0,Clarion,9048,"Porter township, Clarion County, Pennsylvania"
662,122.0,570.0,0.0,0.0,14.0,556.0,Clarion,8969,"Redbank township, Clarion County, Pennsylvania"
567,15.0,236.0,7.0,6.0,11.0,212.0,Clarion,8732,"Richland township, Clarion County, Pennsylvania"
553,146.0,404.0,0.0,9.0,40.0,355.0,Clarion,8565,"Rimersburg borough, Clarion County, Pennsylvania"
725,29.0,157.0,4.0,2.0,4.0,147.0,Clarion,8537,"St. Petersburg borough, Clarion County, Pennsylvania"
794,34.0,348.0,3.0,3.0,8.0,334.0,Clarion,9215,"Salem township, Clarion County, Pennsylvania"
782,76.0,244.0,8.0,0.0,3.0,233.0,Clarion,8950,"Shippenville borough, Clarion County, Pennsylvania"
720,57.0,252.0,0.0,0.0,8.0,244.0,Clarion,9257,"Sligo borough, Clarion County, Pennsylvania"
671,139.0,264.0,0.0,0.0,38.0,226.0,Clarion,9259,"Strattanville borough, Clarion County, Pennsylvania"
627,91.0,483.0,0.0,23.0,34.0,426.0,Clarion,9217,"Toby township, Clarion County, Pennsylvania"
692,97.0,1149.0,9.0,74.0,87.0,979.0,Clarion,8579,"Washington township, Clarion County, Pennsylvania"
718,63.0,886.0,0.0,8.0,23.0,855.0,Clearfield,9396,"Beccaria township, Clearfield County, Pennsylvania"
738,52.0,518.0,2.0,6.0,9.0,501.0,Clearfield,8838,"Bell township, Clearfield County, Pennsylvania"
664,52.0,614.0,11.0,4.0,20.0,579.0,Clearfield,9184,"Bigler township, Clearfield County, Pennsylvania"
1063,20.0,209.0,5.0,13.0,2.0,189.0,Clearfield,8712,"Bloom township, Clearfield County, Pennsylvania"
643,69.0,906.0,0.0,13.0,24.0,869.0,Clearfield,8714,"Boggs township, Clearfield County, Pennsylvania"
821,141.0,1511.0,50.0,0.0,86.0,1375.0,Clearfield,8564,"Bradford township, Clearfield County, Pennsylvania"
657,112.0,874.0,9.0,17.0,0.0,848.0,Clearfield,8995,"Brady township, Clearfield County, Pennsylvania"
800,22.0,174.0,4.0,0.0,7.0,163.0,Clearfield,9580,"Brisbin borough, Clearfield County, Pennsylvania"
-,17.0,108.0,3.0,0.0,2.0,103.0,Clearfield,9661,"Burnside borough, Clearfield County, Pennsylvania"
792,73.0,591.0,38.0,5.0,3.0,545.0,Clearfield,9252,"Burnside township, Clearfield County, Pennsylvania"
550,24.0,285.0,3.0,15.0,23.0,244.0,Clearfield,9171,"Chest township, Clearfield County, Pennsylvania"
570,126.0,414.0,0.0,2.0,23.0,389.0,Clearfield,10086,"Chester Hill borough, Clearfield County, Pennsylvania"
640,1333.0,3296.0,96.0,86.0,422.0,2692.0,Clearfield,9158,"Clearfield borough, Clearfield County, Pennsylvania"
496,80.0,245.0,9.0,2.0,16.0,218.0,Clearfield,9161,"Coalport borough, Clearfield County, Pennsylvania"
913,145.0,1376.0,14.0,25.0,33.0,1304.0,Clearfield,9385,"Cooper township, Clearfield County, Pennsylvania"
817,28.0,414.0,20.0,12.0,13.0,369.0,Clearfield,8919,"Covington township, Clearfield County, Pennsylvania"
579,346.0,1200.0,26.0,25.0,45.0,1104.0,Clearfield,8730,"Curwensville borough, Clearfield County, Pennsylvania"
248,189.0,1549.0,0.0,34.0,168.0,1347.0,Clearfield,9175,"Decatur township, Clearfield County, Pennsylvania"
673,1431.0,3807.0,75.0,98.0,406.0,3228.0,Clearfield,8937,"DuBois city, Clearfield County, Pennsylvania"
-,7.0,28.0,0.0,0.0,0.0,28.0,Clearfield,9001,"Falls Creek borough, Clearfield County, Pennsylvania"
-,19.0,229.0,2.0,2.0,3.0,222.0,Clearfield,8958,"Ferguson township, Clearfield County, Pennsylvania"
913,20.0,489.0,2.0,67.0,66.0,354.0,Clearfield,9235,"Girard township, Clearfield County, Pennsylvania"
-,2.0,71.0,0.0,0.0,0.0,71.0,Clearfield,9382,"Glen Hope borough, Clearfield County, Pennsylvania"
717,47.0,402.0,2.0,54.0,60.0,286.0,Clearfield,8983,"Goshen township, Clearfield County, Pennsylvania"
630,38.0,652.0,0.0,17.0,29.0,606.0,Clearfield,9387,"Graham township, Clearfield County, Pennsylvania"
686,31.0,165.0,4.0,0.0,0.0,161.0,Clearfield,9789,"Grampian borough, Clearfield County, Pennsylvania"
650,20.0,257.0,4.0,27.0,10.0,216.0,Clearfield,9390,"Greenwood township, Clearfield County, Pennsylvania"
822,76.0,588.0,5.0,14.0,0.0,569.0,Clearfield,9393,"Gulich township, Clearfield County, Pennsylvania"
631,63.0,372.0,0.0,0.0,7.0,365.0,Clearfield,8955,"Houtzdale borough, Clearfield County, Pennsylvania"
845,90.0,965.0,30.0,0.0,61.0,874.0,Clearfield,8702,"Huston township, Clearfield County, Pennsylvania"
738,25.0,271.0,0.0,0.0,3.0,268.0,Clearfield,8980,"Irvona borough, Clearfield County, Pennsylvania"
-,12.0,272.0,11.0,6.0,9.0,246.0,Clearfield,9253,"Jordan township, Clearfield County, Pennsylvania"
663,22.0,344.0,10.0,28.0,8.0,298.0,Clearfield,9169,"Karthaus township, Clearfield County, Pennsylvania"
754,25.0,328.0,0.0,9.0,8.0,311.0,Clearfield,8974,"Knox township, Clearfield County, Pennsylvania"
731,831.0,3672.0,0.0,119.0,219.0,3334.0,Clearfield,8059,"Lawrence township, Clearfield County, Pennsylvania"
720,18.0,159.0,0.0,0.0,8.0,151.0,Clearfield,9151,"Mahaffey borough, Clearfield County, Pennsylvania"
755,167.0,1298.0,0.0,0.0,0.0,1298.0,Clearfield,8542,"Morris township, Clearfield County, Pennsylvania"
-,6.0,43.0,2.0,0.0,0.0,41.0,Clearfield,8716,"Newburg borough, Clearfield County, Pennsylvania"
-,4.0,34.0,9.0,0.0,0.0,25.0,Clearfield,9138,"New Washington borough, Clearfield County, Pennsylvania"
675,111.0,532.0,9.0,13.0,19.0,491.0,Clearfield,9411,"Osceola Mills borough, Clearfield County, Pennsylvania"
645,46.0,604.0,0.0,12.0,31.0,561.0,Clearfield,8804,"Penn township, Clearfield County, Pennsylvania"
824,172.0,1072.0,68.0,0.0,15.0,989.0,Clearfield,9193,"Pike township, Clearfield County, Pennsylvania"
-,1.0,108.0,0.0,18.0,0.0,90.0,Clearfield,9345,"Pine township, Clearfield County, Pennsylvania"
825,34.0,202.0,2.0,0.0,7.0,193.0,Clearfield,9413,"Ramey borough, Clearfield County, Pennsylvania"
638,764.0,5374.0,103.0,14.0,185.0,5072.0,Clearfield,8163,"Sandy township, Clearfield County, Pennsylvania"
788,6.0,85.0,0.0,0.0,2.0,83.0,Clearfield,9792,"Troutville borough, Clearfield County, Pennsylvania"
675,37.0,521.0,20.0,20.0,30.0,451.0,Clearfield,9383,"Union township, Clearfield County, Pennsylvania"
792,29.0,115.0,0.0,0.0,0.0,115.0,Clearfield,9409,"Wallaceton borough, Clearfield County, Pennsylvania"
619,28.0,173.0,0.0,7.0,4.0,162.0,Clearfield,8911,"Westover borough, Clearfield County, Pennsylvania"
425,182.0,846.0,20.0,22.0,64.0,740.0,Clearfield,8734,"Woodward township, Clearfield County, Pennsylvania"
-,10.0,125.0,0.0,0.0,8.0,117.0,Clinton,8577,"Allison township, Clinton County, Pennsylvania"
694,169.0,702.0,13.0,17.0,30.0,642.0,Clinton,8798,"Avis borough, Clinton County, Pennsylvania"
733,68.0,864.0,0.0,16.0,49.0,799.0,Clinton,9010,"Bald Eagle township, Clinton County, Pennsylvania"
507,77.0,304.0,9.0,3.0,21.0,271.0,Clinton,9242,"Beech Creek borough, Clinton County, Pennsylvania"
800,52.0,647.0,29.0,99.0,58.0,461.0,Clinton,9256,"Beech Creek township, Clinton County, Pennsylvania"
856,95.0,574.0,17.0,3.0,14.0,540.0,Clinton,8912,"Castanea township, Clinton County, Pennsylvania"
417,19.0,709.0,15.0,82.0,36.0,576.0,Clinton,10124,"Chapman township, Clinton County, Pennsylvania"
850,7.0,81.0,6.0,2.0,2.0,71.0,Clinton,8915,"Colebrook township, Clinton County, Pennsylvania"
632,44.0,430.0,4.0,16.0,9.0,401.0,Clinton,8946,"Crawford township, Clinton County, Pennsylvania"
845,49.0,433.0,2.0,3.0,4.0,424.0,Clinton,8801,"Dunnstable township, Clinton County, Pennsylvania"
-,0.0,163.0,16.0,34.0,32.0,81.0,Clinton,10047,"East Keating township, Clinton County, Pennsylvania"
880,158.0,640.0,0.0,16.0,32.0,592.0,Clinton,8587,"Flemington borough, Clinton County, Pennsylvania"
938,15.0,474.0,16.0,20.0,31.0,407.0,Clinton,9931,"Gallagher township, Clinton County, Pennsylvania"
770,112.0,821.0,9.0,39.0,28.0,745.0,Clinton,10062,"Greene township, Clinton County, Pennsylvania"
-,3.0,117.0,10.0,19.0,19.0,69.0,Clinton,10065,"Grugan township, Clinton County, Pennsylvania"
835,84.0,1006.0,0.0,42.0,9.0,955.0,Clinton,10014,"Lamar township, Clinton County, Pennsylvania"
-,19.0,875.0,66.0,108.0,195.0,506.0,Clinton,10017,"Leidy township, Clinton County, Pennsylvania"
747,2310.0,3860.0,157.0,191.0,581.0,2931.0,Clinton,8978,"Lock Haven city, Clinton County, Pennsylvania"
621,49.0,341.0,0.0,6.0,23.0,312.0,Clinton,9656,"Logan township, Clinton County, Pennsylvania"
811,25.0,190.0,1.0,2.0,1.0,186.0,Clinton,9447,"Loganton borough, Clinton County, Pennsylvania"
713,213.0,766.0,9.0,32.0,38.0,687.0,Clinton,9722,"Mill Hall borough, Clinton County, Pennsylvania"
488,10.0,413.0,16.0,42.0,33.0,322.0,Clinton,9563,"Noyes township, Clinton County, Pennsylvania"
942,228.0,1442.0,0.0,0.0,36.0,1406.0,Clinton,10274,"Pine Creek township, Clinton County, Pennsylvania"
679,115.0,615.0,0.0,0.0,28.0,587.0,Clinton,10022,"Porter township, Clinton County, Pennsylvania"
565,218.0,668.0,33.0,9.0,43.0,583.0,Clinton,10168,"Renovo borough, Clinton County, Pennsylvania"
686,31.0,246.0,0.0,1.0,2.0,243.0,Clinton,9825,"South Renovo borough, Clinton County, Pennsylvania"
1008,65.0,540.0,8.0,0.0,13.0,519.0,Clinton,9865,"Wayne township, Clinton County, Pennsylvania"
-,2.0,124.0,12.0,34.0,21.0,57.0,Clinton,8864,"West Keating township, Clinton County, Pennsylvania"
662,131.0,1080.0,7.0,39.0,59.0,975.0,Clinton,7854,"Woodward township, Clinton County, Pennsylvania"
-,0.0,0.0,0.0,0.0,0.0,0.0,Columbia,8074,"Ashland borough, Columbia County, Pennsylvania"
688,35.0,421.0,0.0,4.0,5.0,412.0,Columbia,10004,"Beaver township, Columbia County, Pennsylvania"
650,105.0,389.0,0.0,0.0,33.0,356.0,Columbia,9592,"Benton borough, Columbia County, Pennsylvania"
833,73.0,623.0,0.0,0.0,25.0,598.0,Columbia,9703,"Benton township, Columbia County, Pennsylvania"
666,1781.0,5143.0,0.0,59.0,548.0,4536.0,Columbia,9431,"Berwick borough, Columbia County, Pennsylvania"
762,3195.0,5315.0,134.0,103.0,1040.0,4038.0,Columbia,9743,"Bloomsburg town, Columbia County, Pennsylvania"
653,128.0,380.0,64.0,0.0,17.0,299.0,Columbia,9676,"Briar Creek borough, Columbia County, Pennsylvania"
835,141.0,1450.0,0.0,28.0,19.0,1403.0,Columbia,8928,"Briar Creek township, Columbia County, Pennsylvania"
699,312.0,786.0,10.0,9.0,69.0,698.0,Columbia,9678,"Catawissa borough, Columbia County, Pennsylvania"
881,25.0,402.0,0.0,0.0,0.0,402.0,Columbia,10066,"Catawissa township, Columbia County, Pennsylvania"
-,0.0,6.0,0.0,0.0,0.0,6.0,Columbia,10208,"Centralia borough, Columbia County, Pennsylvania"
798,45.0,566.0,3.0,0.0,17.0,546.0,Columbia,10046,"Cleveland township, Columbia County, Pennsylvania"
875,36.0,449.0,0.0,0.0,4.0,445.0,Columbia,9582,"Conyngham township, Columbia County, Pennsylvania"
942,50.0,743.0,10.0,3.0,12.0,718.0,Columbia,9806,"Fishing Creek township, Columbia County, Pennsylvania"
907,31.0,278.0,0.0,0.0,0.0,278.0,Columbia,9688,"Franklin township, Columbia County, Pennsylvania"
664,85.0,910.0,4.0,7.0,50.0,849.0,Columbia,9690,"Greenwood township, Columbia County, Pennsylvania"
1077,74.0,871.0,0.0,0.0,0.0,871.0,Columbia,9692,"Hemlock township, Columbia County, Pennsylvania"
713,38.0,336.0,0.0,3.0,15.0,318.0,Columbia,9876,"Jackson township, Columbia County, Pennsylvania"
925,89.0,678.0,0.0,0.0,37.0,641.0,Columbia,9558,"Locust township, Columbia County, Pennsylvania"
824,87.0,675.0,9.0,0.0,9.0,657.0,Columbia,9782,"Madison township, Columbia County, Pennsylvania"
857,60.0,549.0,0.0,5.0,5.0,539.0,Columbia,9642,"Main township, Columbia County, Pennsylvania"
884,194.0,1003.0,0.0,0.0,27.0,976.0,Columbia,7820,"Mifflin township, Columbia County, Pennsylvania"
693,188.0,369.0,28.0,0.0,49.0,292.0,Columbia,9444,"Millville borough, Columbia County, Pennsylvania"
815,106.0,646.0,0.0,0.0,18.0,628.0,Columbia,7822,"Montour township, Columbia County, Pennsylvania"
650,97.0,618.0,0.0,3.0,13.0,602.0,Columbia,10070,"Mount Pleasant township, Columbia County, Pennsylvania"
687,141.0,888.0,0.0,0.0,20.0,868.0,Columbia,9595,"North Centre township, Columbia County, Pennsylvania"
696,42.0,571.0,0.0,3.0,18.0,550.0,Columbia,9878,"Orange township, Columbia County, Pennsylvania"
733,44.0,154.0,0.0,6.0,9.0,139.0,Columbia,9448,"Orangeville borough, Columbia County, Pennsylvania"
1154,43.0,482.0,0.0,3.0,14.0,465.0,Columbia,10090,"Pine township, Columbia County, Pennsylvania"
838,17.0,258.0,9.0,3.0,3.0,243.0,Columbia,10093,"Roaring Creek township, Columbia County, Pennsylvania"
792,611.0,2323.0,121.0,0.0,129.0,2073.0,Columbia,8877,"Scott township, Columbia County, Pennsylvania"
903,173.0,1044.0,15.0,0.0,24.0,1005.0,Columbia,9046,"South Centre township, Columbia County, Pennsylvania"
1021,25.0,113.0,2.0,0.0,0.0,111.0,Columbia,9450,"Stillwater borough, Columbia County, Pennsylvania"
630,42.0,736.0,28.0,21.0,67.0,620.0,Columbia,10197,"Sugarloaf township, Columbia County, Pennsylvania"
579,54.0,365.0,7.0,7.0,22.0,329.0,Crawford,9744,"Athens township, Crawford County, Pennsylvania"
725,59.0,361.0,0.0,2.0,25.0,334.0,Crawford,9780,"Beaver township, Crawford County, Pennsylvania"
641,159.0,1612.0,28.0,87.0,115.0,1382.0,Crawford,10136,"Bloomfield township, Crawford County, Pennsylvania"
613,22.0,144.0,4.0,0.0,2.0,138.0,Crawford,10021,"Blooming Valley borough, Crawford County, Pennsylvania"
800,56.0,796.0,13.0,0.0,7.0,776.0,Crawford,9429,"Cambridge township, Crawford County, Pennsylvania"
583,368.0,828.0,10.0,42.0,70.0,706.0,Crawford,10027,"Cambridge Springs borough, Crawford County, Pennsylvania"
763,7.0,112.0,0.0,0.0,1.0,111.0,Crawford,9670,"Centerville borough, Crawford County, Pennsylvania"
721,127.0,497.0,9.0,9.0,23.0,456.0,Crawford,9682,"Cochranton borough, Crawford County, Pennsylvania"
632,57.0,844.0,13.0,4.0,32.0,795.0,Crawford,9874,"Conneaut township, Crawford County, Pennsylvania"
664,105.0,354.0,0.0,9.0,14.0,331.0,Crawford,9587,"Conneaut Lake borough, Crawford County, Pennsylvania"
654,116.0,353.0,0.0,4.0,27.0,322.0,Crawford,9706,"Conneautville borough, Crawford County, Pennsylvania"
569,56.0,699.0,3.0,13.0,16.0,667.0,Crawford,10028,"Cussewago township, Crawford County, Pennsylvania"
713,32.0,431.0,8.0,3.0,13.0,407.0,Crawford,9568,"East Fairfield township, Crawford County, Pennsylvania"
687,96.0,567.0,0.0,0.0,30.0,537.0,Crawford,9571,"East Fallowfield township, Crawford County, Pennsylvania"
708,96.0,567.0,0.0,4.0,22.0,541.0,Crawford,9645,"East Mead township, Crawford County, Pennsylvania"
631,76.0,679.0,0.0,15.0,70.0,594.0,Crawford,9648,"Fairfield township, Crawford County, Pennsylvania"
705,62.0,587.0,0.0,7.0,23.0,557.0,Crawford,9705,"Greenwood township, Crawford County, Pennsylvania"
637,128.0,1346.0,6.0,0.0,28.0,1312.0,Crawford,10201,"Hayfield township, Crawford County, Pennsylvania"
677,124.0,329.0,0.0,4.0,6.0,319.0,Crawford,9837,"Hydetown borough, Crawford County, Pennsylvania"
641,127.0,460.0,3.0,7.0,24.0,426.0,Crawford,9463,"Linesville borough, Crawford County, Pennsylvania"
665,3342.0,6412.0,198.0,183.0,753.0,5278.0,Crawford,9930,"Meadville city, Crawford County, Pennsylvania"
713,38.0,1828.0,22.0,37.0,329.0,1440.0,Crawford,10205,"North Shenango township, Crawford County, Pennsylvania"
598,160.0,915.0,13.0,0.0,53.0,849.0,Crawford,8423,"Oil Creek township, Crawford County, Pennsylvania"
