median_rent,renter_occ,all_units,one_br,two_br,three_br,multi_rm,county,GPID,NAME
618,43.0,337.0,0.0,0.0,20.0,317.0,Jefferson,8031,"Gaskill township, Jefferson County, Pennsylvania"
467,8.0,616.0,17.0,109.0,102.0,388.0,Jefferson,8034,"Heath township, Jefferson County, Pennsylvania"
709,82.0,660.0,0.0,14.0,28.0,618.0,Jefferson,8249,"Henderson township, Jefferson County, Pennsylvania"
548,66.0,567.0,0.0,4.0,17.0,546.0,Jefferson,8251,"Knox township, Jefferson County, Pennsylvania"
756,57.0,539.0,0.0,0.0,26.0,513.0,Jefferson,8252,"McCalmont township, Jefferson County, Pennsylvania"
720,29.0,565.0,4.0,3.0,23.0,535.0,Jefferson,9321,"Oliver township, Jefferson County, Pennsylvania"
738,45.0,518.0,0.0,7.0,21.0,490.0,Jefferson,8197,"Perry township, Jefferson County, Pennsylvania"
731,107.0,517.0,48.0,3.0,30.0,436.0,Jefferson,7775,"Pine Creek township, Jefferson County, Pennsylvania"
681,7.0,354.0,13.0,44.0,56.0,241.0,Jefferson,10225,"Polk township, Jefferson County, Pennsylvania"
780,27.0,184.0,0.0,1.0,13.0,170.0,Jefferson,10247,"Porter township, Jefferson County, Pennsylvania"
629,1316.0,3129.0,50.0,62.0,370.0,2647.0,Jefferson,7993,"Punxsutawney borough, Jefferson County, Pennsylvania"
600,575.0,1374.0,11.0,5.0,114.0,1244.0,Jefferson,7995,"Reynoldsville borough, Jefferson County, Pennsylvania"
575,47.0,374.0,0.0,7.0,19.0,348.0,Jefferson,10248,"Ringgold township, Jefferson County, Pennsylvania"
669,74.0,554.0,0.0,0.0,31.0,523.0,Jefferson,10250,"Rose township, Jefferson County, Pennsylvania"
723,126.0,1119.0,0.0,0.0,22.0,1097.0,Jefferson,7884,"Snyder township, Jefferson County, Pennsylvania"
498,67.0,267.0,0.0,2.0,12.0,253.0,Jefferson,8418,"Summerville borough, Jefferson County, Pennsylvania"
603,204.0,586.0,11.0,14.0,22.0,539.0,Jefferson,7752,"Sykesville borough, Jefferson County, Pennsylvania"
-,5.0,75.0,0.0,5.0,4.0,66.0,Jefferson,8486,"Timblin borough, Jefferson County, Pennsylvania"
571,48.0,424.0,0.0,0.0,26.0,398.0,Jefferson,8510,"Union township, Jefferson County, Pennsylvania"
600,92.0,766.0,13.0,49.0,66.0,638.0,Jefferson,7749,"Warsaw township, Jefferson County, Pennsylvania"
753,104.0,910.0,27.0,9.0,18.0,856.0,Jefferson,8083,"Washington township, Jefferson County, Pennsylvania"
546,96.0,1229.0,5.0,23.0,19.0,1182.0,Jefferson,7735,"Winslow township, Jefferson County, Pennsylvania"
-,2.0,29.0,0.0,0.0,0.0,29.0,Jefferson,7788,"Worthville borough, Jefferson County, Pennsylvania"
760,77.0,786.0,4.0,16.0,26.0,740.0,Jefferson,8496,"Young township, Jefferson County, Pennsylvania"
533,48.0,389.0,0.0,10.0,22.0,357.0,Juniata,7834,"Beale township, Juniata County, Pennsylvania"
708,85.0,775.0,9.0,0.0,15.0,751.0,Juniata,7742,"Delaware township, Juniata County, Pennsylvania"
757,197.0,1262.0,0.0,25.0,54.0,1183.0,Juniata,8035,"Fayette township, Juniata County, Pennsylvania"
713,375.0,1327.0,73.0,19.0,0.0,1235.0,Juniata,8037,"Fermanagh township, Juniata County, Pennsylvania"
744,21.0,253.0,0.0,0.0,8.0,245.0,Juniata,8333,"Greenwood township, Juniata County, Pennsylvania"
688,62.0,561.0,15.0,29.0,35.0,482.0,Juniata,7882,"Lack township, Juniata County, Pennsylvania"
626,99.0,233.0,12.0,13.0,16.0,192.0,Juniata,8047,"Mifflin borough, Juniata County, Pennsylvania"
609,247.0,462.0,26.0,4.0,27.0,405.0,Juniata,8049,"Mifflintown borough, Juniata County, Pennsylvania"
647,242.0,995.0,27.0,33.0,28.0,907.0,Juniata,8040,"Milford township, Juniata County, Pennsylvania"
744,181.0,926.0,3.0,4.0,30.0,889.0,Juniata,8041,"Monroe township, Juniata County, Pennsylvania"
630,170.0,444.0,7.0,16.0,38.0,383.0,Juniata,8072,"Port Royal borough, Juniata County, Pennsylvania"
730,104.0,410.0,5.0,11.0,4.0,390.0,Juniata,8201,"Spruce Hill township, Juniata County, Pennsylvania"
808,70.0,540.0,9.0,0.0,24.0,507.0,Juniata,8204,"Susquehanna township, Juniata County, Pennsylvania"
596,214.0,432.0,38.0,8.0,36.0,350.0,Juniata,8934,"Thompsontown borough, Juniata County, Pennsylvania"
900,15.0,410.0,6.0,20.0,14.0,370.0,Juniata,8043,"Turbett township, Juniata County, Pennsylvania"
581,142.0,782.0,22.0,7.0,58.0,695.0,Juniata,8340,"Tuscarora township, Juniata County, Pennsylvania"
669,115.0,1017.0,0.0,4.0,35.0,978.0,Juniata,7831,"Walker township, Juniata County, Pennsylvania"
844,734.0,3020.0,0.0,34.0,159.0,2827.0,Lackawanna,8412,"Archbald borough, Lackawanna County, Pennsylvania"
630,63.0,1188.0,35.0,16.0,69.0,1068.0,Lackawanna,7842,"Benton township, Lackawanna County, Pennsylvania"
837,886.0,3102.0,52.0,64.0,157.0,2829.0,Lackawanna,8161,"Blakely borough, Lackawanna County, Pennsylvania"
711,1756.0,4271.0,47.0,70.0,346.0,3808.0,Lackawanna,9600,"Carbondale city, Lackawanna County, Pennsylvania"
807,41.0,514.0,0.0,9.0,5.0,500.0,Lackawanna,7845,"Carbondale township, Lackawanna County, Pennsylvania"
1135,62.0,696.0,0.0,0.0,4.0,692.0,Lackawanna,8332,"Clarks Green borough, Lackawanna County, Pennsylvania"
907,430.0,2315.0,45.0,49.0,110.0,2111.0,Lackawanna,7786,"Clarks Summit borough, Lackawanna County, Pennsylvania"
1134,65.0,1277.0,25.0,0.0,28.0,1224.0,Lackawanna,7889,"Clifton township, Lackawanna County, Pennsylvania"
768,126.0,1003.0,41.0,7.0,87.0,868.0,Lackawanna,8263,"Covington township, Lackawanna County, Pennsylvania"
799,99.0,576.0,3.0,0.0,11.0,562.0,Lackawanna,8167,"Dalton borough, Lackawanna County, Pennsylvania"
780,942.0,2883.0,7.0,30.0,317.0,2529.0,Lackawanna,8169,"Dickson City borough, Lackawanna County, Pennsylvania"
792,1889.0,6314.0,201.0,36.0,373.0,5704.0,Lackawanna,10229,"Dunmore borough, Lackawanna County, Pennsylvania"
1059,93.0,373.0,44.0,11.0,12.0,306.0,Lackawanna,10264,"Elmhurst township, Lackawanna County, Pennsylvania"
796,192.0,981.0,16.0,6.0,48.0,911.0,Lackawanna,7890,"Fell township, Lackawanna County, Pennsylvania"
850,58.0,556.0,0.0,0.0,22.0,534.0,Lackawanna,8060,"Glenburn township, Lackawanna County, Pennsylvania"
1046,151.0,1108.0,7.0,10.0,5.0,1086.0,Lackawanna,7963,"Greenfield township, Lackawanna County, Pennsylvania"
1097,204.0,1712.0,0.0,0.0,64.0,1648.0,Lackawanna,7965,"Jefferson township, Lackawanna County, Pennsylvania"
719,368.0,1072.0,18.0,45.0,32.0,977.0,Lackawanna,7850,"Jermyn borough, Lackawanna County, Pennsylvania"
841,453.0,2013.0,46.0,20.0,61.0,1886.0,Lackawanna,8294,"Jessup borough, Lackawanna County, Pennsylvania"
594,17.0,195.0,2.0,0.0,7.0,186.0,Lackawanna,10270,"La Plume township, Lackawanna County, Pennsylvania"
761,95.0,1205.0,6.0,20.0,60.0,1119.0,Lackawanna,7824,"Madison township, Lackawanna County, Pennsylvania"
830,83.0,789.0,3.0,0.0,20.0,766.0,Lackawanna,7852,"Mayfield borough, Lackawanna County, Pennsylvania"
746,721.0,2685.0,46.0,17.0,217.0,2405.0,Lackawanna,8069,"Moosic borough, Lackawanna County, Pennsylvania"
908,177.0,843.0,21.0,24.0,108.0,690.0,Lackawanna,8480,"Moscow borough, Lackawanna County, Pennsylvania"
760,97.0,1044.0,0.0,0.0,34.0,1010.0,Lackawanna,7826,"Newton township, Lackawanna County, Pennsylvania"
-,17.0,272.0,0.0,0.0,6.0,266.0,Lackawanna,8482,"North Abington township, Lackawanna County, Pennsylvania"
835,1335.0,4124.0,0.0,40.0,315.0,3769.0,Lackawanna,8457,"Old Forge borough, Lackawanna County, Pennsylvania"
803,910.0,2575.0,54.0,103.0,224.0,2194.0,Lackawanna,8459,"Olyphant borough, Lackawanna County, Pennsylvania"
840,104.0,673.0,0.0,0.0,27.0,646.0,Lackawanna,8153,"Ransom township, Lackawanna County, Pennsylvania"
1658,30.0,776.0,0.0,0.0,0.0,776.0,Lackawanna,8155,"Roaring Brook township, Lackawanna County, Pennsylvania"
1065,211.0,2312.0,5.0,76.0,84.0,2147.0,Lackawanna,8157,"Scott township, Lackawanna County, Pennsylvania"
782,15971.0,36111.0,721.0,578.0,3251.0,31561.0,Lackawanna,9602,"Scranton city, Lackawanna County, Pennsylvania"
1098,726.0,3645.0,151.0,80.0,152.0,3262.0,Lackawanna,8268,"South Abington township, Lackawanna County, Pennsylvania"
959,214.0,1153.0,0.0,15.0,64.0,1074.0,Lackawanna,8269,"Spring Brook township, Lackawanna County, Pennsylvania"
783,1117.0,2947.0,28.0,57.0,187.0,2675.0,Lackawanna,7808,"Taylor borough, Lackawanna County, Pennsylvania"
1113,23.0,672.0,7.0,16.0,19.0,630.0,Lackawanna,8497,"Thornhurst township, Lackawanna County, Pennsylvania"
801,565.0,1974.0,24.0,0.0,228.0,1722.0,Lackawanna,8289,"Throop borough, Lackawanna County, Pennsylvania"
750,71.0,365.0,0.0,17.0,20.0,328.0,Lackawanna,8292,"Vandling borough, Lackawanna County, Pennsylvania"
-,22.0,749.0,0.0,0.0,0.0,749.0,Lackawanna,,"Waverly township, Lackawanna County, Pennsylvania"
1042,15.0,179.0,0.0,5.0,10.0,164.0,Lackawanna,8474,"West Abington township, Lackawanna County, Pennsylvania"
927,223.0,878.0,7.0,0.0,26.0,845.0,Lancaster,8687,"Adamstown borough, Lancaster County, Pennsylvania"
977,809.0,1699.0,12.0,58.0,62.0,1567.0,Lancaster,9041,"Akron borough, Lancaster County, Pennsylvania"
735,242.0,960.0,0.0,0.0,9.0,951.0,Lancaster,8170,"Bart township, Lancaster County, Pennsylvania"
726,448.0,2623.0,0.0,16.0,69.0,2538.0,Lancaster,8415,"Brecknock township, Lancaster County, Pennsylvania"
972,349.0,1517.0,34.0,35.0,59.0,1389.0,Lancaster,8417,"Caernarvon township, Lancaster County, Pennsylvania"
948,140.0,389.0,2.0,3.0,25.0,359.0,Lancaster,8904,"Christiana borough, Lancaster County, Pennsylvania"
898,418.0,2440.0,6.0,0.0,19.0,2415.0,Lancaster,8071,"Clay township, Lancaster County, Pennsylvania"
850,245.0,1199.0,0.0,0.0,18.0,1181.0,Lancaster,10258,"Colerain township, Lancaster County, Pennsylvania"
804,2089.0,4785.0,155.0,187.0,546.0,3897.0,Lancaster,8602,"Columbia borough, Lancaster County, Pennsylvania"
950,224.0,1700.0,0.0,46.0,136.0,1518.0,Lancaster,7981,"Conestoga township, Lancaster County, Pennsylvania"
1319,159.0,1352.0,0.0,16.0,33.0,1303.0,Lancaster,8422,"Conoy township, Lancaster County, Pennsylvania"
911,406.0,1501.0,10.0,39.0,29.0,1423.0,Lancaster,8604,"Denver borough, Lancaster County, Pennsylvania"
1099,207.0,865.0,0.0,0.0,48.0,817.0,Lancaster,7866,"Drumore township, Lancaster County, Pennsylvania"
1143,959.0,2697.0,0.0,46.0,224.0,2427.0,Lancaster,8277,"Earl township, Lancaster County, Pennsylvania"
995,660.0,4059.0,29.0,56.0,142.0,3832.0,Lancaster,8003,"East Cocalico township, Lancaster County, Pennsylvania"
1185,618.0,2956.0,64.0,0.0,144.0,2748.0,Lancaster,8334,"East Donegal township, Lancaster County, Pennsylvania"
1349,289.0,1406.0,69.0,9.0,66.0,1262.0,Lancaster,8351,"East Drumore township, Lancaster County, Pennsylvania"
1073,509.0,2092.0,0.0,17.0,33.0,2042.0,Lancaster,8483,"East Earl township, Lancaster County, Pennsylvania"
1103,3205.0,10611.0,363.0,259.0,1075.0,8914.0,Lancaster,7883,"East Hempfield township, Lancaster County, Pennsylvania"
1170,2580.0,6778.0,77.0,126.0,522.0,6053.0,Lancaster,7856,"East Lampeter township, Lancaster County, Pennsylvania"
1144,417.0,1927.0,0.0,0.0,88.0,1839.0,Lancaster,8606,"East Petersburg borough, Lancaster County, Pennsylvania"
916,80.0,616.0,0.0,10.0,10.0,596.0,Lancaster,8428,"Eden township, Lancaster County, Pennsylvania"
981,215.0,1523.0,0.0,0.0,93.0,1430.0,Lancaster,8430,"Elizabeth township, Lancaster County, Pennsylvania"
927,2044.0,4625.0,46.0,91.0,343.0,4145.0,Lancaster,8424,"Elizabethtown borough, Lancaster County, Pennsylvania"
860,2452.0,5894.0,97.0,74.0,412.0,5311.0,Lancaster,8106,"Ephrata borough, Lancaster County, Pennsylvania"
1042,938.0,3873.0,0.0,21.0,393.0,3459.0,Lancaster,8042,"Ephrata township, Lancaster County, Pennsylvania"
1068,181.0,1003.0,0.0,38.0,21.0,944.0,Lancaster,7819,"Fulton township, Lancaster County, Pennsylvania"
866,12496.0,23734.0,1004.0,823.0,2886.0,19021.0,Lancaster,10030,"Lancaster city, Lancaster County, Pennsylvania"
1164,2632.0,7098.0,224.0,87.0,572.0,6215.0,Lancaster,8202,"Lancaster township, Lancaster County, Pennsylvania"
968,568.0,1727.0,11.0,0.0,77.0,1639.0,Lancaster,8244,"Leacock township, Lancaster County, Pennsylvania"
1005,1342.0,4096.0,113.0,70.0,182.0,3731.0,Lancaster,8271,"Lititz borough, Lancaster County, Pennsylvania"
901,179.0,1463.0,0.0,0.0,0.0,1463.0,Lancaster,8246,"Little Britain township, Lancaster County, Pennsylvania"
811,673.0,1967.0,32.0,73.0,139.0,1723.0,Lancaster,8025,"Manheim borough, Lancaster County, Pennsylvania"
1220,4430.0,16523.0,238.0,304.0,985.0,14996.0,Lancaster,7743,"Manheim township, Lancaster County, Pennsylvania"
998,2358.0,8623.0,199.0,95.0,576.0,7753.0,Lancaster,8247,"Manor township, Lancaster County, Pennsylvania"
813,388.0,1146.0,33.0,9.0,101.0,1003.0,Lancaster,8857,"Marietta borough, Lancaster County, Pennsylvania"
922,209.0,1949.0,0.0,9.0,70.0,1870.0,Lancaster,9086,"Martic township, Lancaster County, Pennsylvania"
1177,1392.0,3170.0,46.0,0.0,397.0,2727.0,Lancaster,7857,"Millersville borough, Lancaster County, Pennsylvania"
941,1392.0,3641.0,60.0,91.0,616.0,2874.0,Lancaster,8464,"Mount Joy borough, Lancaster County, Pennsylvania"
1149,1007.0,4183.0,0.0,53.0,51.0,4079.0,Lancaster,8338,"Mount Joy township, Lancaster County, Pennsylvania"
921,337.0,1099.0,0.0,14.0,64.0,1021.0,Lancaster,8927,"Mountville borough, Lancaster County, Pennsylvania"
957,717.0,2195.0,24.0,49.0,171.0,1951.0,Lancaster,7978,"New Holland borough, Lancaster County, Pennsylvania"
947,613.0,1921.0,0.0,39.0,142.0,1740.0,Lancaster,8990,"Paradise township, Lancaster County, Pennsylvania"
1127,777.0,3663.0,104.0,0.0,266.0,3293.0,Lancaster,9148,"Penn township, Lancaster County, Pennsylvania"
973,254.0,1991.0,0.0,12.0,74.0,1905.0,Lancaster,8661,"Pequea township, Lancaster County, Pennsylvania"
949,606.0,2704.0,0.0,0.0,89.0,2615.0,Lancaster,8699,"Providence township, Lancaster County, Pennsylvania"
991,452.0,1047.0,0.0,38.0,44.0,965.0,Lancaster,7800,"Quarryville borough, Lancaster County, Pennsylvania"
1074,834.0,4952.0,0.0,39.0,98.0,4815.0,Lancaster,8048,"Rapho township, Lancaster County, Pennsylvania"
1163,158.0,971.0,6.0,0.0,19.0,946.0,Lancaster,8257,"Sadsbury township, Lancaster County, Pennsylvania"
826,729.0,3267.0,26.0,30.0,142.0,3069.0,Lancaster,8472,"Salisbury township, Lancaster County, Pennsylvania"
1027,341.0,1192.0,5.0,6.0,36.0,1145.0,Lancaster,7863,"Strasburg borough, Lancaster County, Pennsylvania"
1297,208.0,1418.0,0.0,0.0,0.0,1418.0,Lancaster,7855,"Strasburg township, Lancaster County, Pennsylvania"
819,91.0,421.0,0.0,9.0,36.0,376.0,Lancaster,7865,"Terre Hill borough, Lancaster County, Pennsylvania"
993,1203.0,3149.0,81.0,16.0,203.0,2849.0,Lancaster,8365,"Upper Leacock township, Lancaster County, Pennsylvania"
1172,1815.0,7704.0,8.0,169.0,323.0,7204.0,Lancaster,8050,"Warwick township, Lancaster County, Pennsylvania"
821,327.0,2490.0,20.0,11.0,40.0,2419.0,Lancaster,8929,"West Cocalico township, Lancaster County, Pennsylvania"
1939,1075.0,3320.0,219.0,81.0,121.0,2899.0,Lancaster,7784,"West Donegal township, Lancaster County, Pennsylvania"
1005,678.0,2798.0,45.0,78.0,109.0,2566.0,Lancaster,7771,"West Earl township, Lancaster County, Pennsylvania"
858,1159.0,6461.0,0.0,87.0,309.0,6065.0,Lancaster,8052,"West Hempfield township, Lancaster County, Pennsylvania"
1890,1857.0,6934.0,145.0,104.0,483.0,6202.0,Lancaster,7823,"West Lampeter township, Lancaster County, Pennsylvania"
679,68.0,558.0,3.0,19.0,8.0,528.0,Lawrence,8179,"Bessemer borough, Lawrence County, Pennsylvania"
667,51.0,486.0,0.0,3.0,13.0,470.0,Lawrence,7813,"Ellport borough, Lawrence County, Pennsylvania"
659,1183.0,3657.0,61.0,37.0,191.0,3368.0,Lawrence,7954,"Ellwood City borough, Lawrence County, Pennsylvania"
690,37.0,137.0,0.0,0.0,6.0,131.0,Lawrence,7906,"Enon Valley borough, Lawrence County, Pennsylvania"
687,194.0,1098.0,14.0,4.0,76.0,1004.0,Lawrence,7751,"Hickory township, Lawrence County, Pennsylvania"
583,122.0,551.0,0.0,0.0,40.0,511.0,Lawrence,8215,"Little Beaver township, Lawrence County, Pennsylvania"
641,190.0,1234.0,6.0,0.0,55.0,1173.0,Lawrence,7872,"Mahoning township, Lawrence County, Pennsylvania"
800,847.0,4402.0,34.0,10.0,199.0,4159.0,Lawrence,8485,"Neshannock township, Lawrence County, Pennsylvania"
671,124.0,689.0,0.0,16.0,17.0,656.0,Lawrence,8493,"New Beaver borough, Lawrence County, Pennsylvania"
676,4187.0,11177.0,314.0,371.0,646.0,9846.0,Lawrence,10278,"New Castle city, Lawrence County, Pennsylvania"
800,191.0,646.0,0.0,19.0,47.0,580.0,Lawrence,8151,"New Wilmington borough, Lawrence County, Pennsylvania"
635,160.0,1885.0,0.0,9.0,41.0,1835.0,Lawrence,8058,"North Beaver township, Lawrence County, Pennsylvania"
866,119.0,920.0,0.0,26.0,31.0,863.0,Lawrence,8411,"Perry township, Lawrence County, Pennsylvania"
817,37.0,416.0,9.0,0.0,2.0,405.0,Lawrence,8350,"Plain Grove township, Lawrence County, Pennsylvania"
904,255.0,1345.0,0.0,6.0,56.0,1283.0,Lawrence,8354,"Pulaski township, Lawrence County, Pennsylvania"
1048,117.0,969.0,5.0,15.0,28.0,921.0,Lawrence,8499,"Scott township, Lawrence County, Pennsylvania"
516,399.0,3505.0,8.0,0.0,151.0,3346.0,Lawrence,7787,"Shenango township, Lawrence County, Pennsylvania"
751,214.0,1486.0,47.0,0.0,76.0,1363.0,Lawrence,8275,"Slippery Rock township, Lawrence County, Pennsylvania"
-,1.0,56.0,0.0,11.0,16.0,29.0,Lawrence,8455,"S.N.P.J. borough, Lawrence County, Pennsylvania"
692,51.0,330.0,2.0,2.0,3.0,323.0,Lawrence,8214,"South New Castle borough, Lawrence County, Pennsylvania"
740,143.0,504.0,0.0,0.0,41.0,463.0,Lawrence,7833,"Taylor township, Lawrence County, Pennsylvania"
1017,341.0,2276.0,13.0,7.0,59.0,2197.0,Lawrence,10276,"Union township, Lawrence County, Pennsylvania"
717,12.0,57.0,0.0,0.0,8.0,49.0,Lawrence,7988,"Volant borough, Lawrence County, Pennsylvania"
623,88.0,315.0,6.0,6.0,36.0,267.0,Lawrence,8490,"Wampum borough, Lawrence County, Pennsylvania"
713,23.0,263.0,0.0,6.0,7.0,250.0,Lawrence,7976,"Washington township, Lawrence County, Pennsylvania"
825,87.0,1311.0,7.0,6.0,62.0,1236.0,Lawrence,8057,"Wayne township, Lawrence County, Pennsylvania"
628,190.0,986.0,20.0,20.0,78.0,868.0,Lawrence,8254,"Wilmington township, Lawrence County, Pennsylvania"
880,600.0,1660.0,37.0,67.0,301.0,1255.0,Lebanon,8627,"Annville township, Lebanon County, Pennsylvania"
834,280.0,2072.0,24.0,24.0,100.0,1924.0,Lebanon,8191,"Bethel township, Lebanon County, Pennsylvania"
841,227.0,919.0,0.0,0.0,29.0,890.0,Lebanon,8173,"Cleona borough, Lebanon County, Pennsylvania"
-,0.0,7.0,0.0,0.0,0.0,7.0,Lebanon,10096,"Cold Spring township, Lebanon County, Pennsylvania"
1946,405.0,1858.0,7.0,52.0,40.0,1759.0,Lebanon,7900,"Cornwall borough, Lebanon County, Pennsylvania"
786,344.0,1206.0,68.0,5.0,35.0,1098.0,Lebanon,8437,"East Hanover township, Lebanon County, Pennsylvania"
888,342.0,1638.0,0.0,26.0,27.0,1585.0,Lebanon,8439,"Heidelberg township, Lebanon County, Pennsylvania"
1019,457.0,3500.0,48.0,49.0,71.0,3332.0,Lebanon,8347,"Jackson township, Lebanon County, Pennsylvania"
837,209.0,694.0,4.0,21.0,18.0,651.0,Lebanon,7903,"Jonestown borough, Lebanon County, Pennsylvania"
809,5730.0,10914.0,342.0,197.0,1174.0,9201.0,Lebanon,7790,"Lebanon city, Lebanon County, Pennsylvania"
780,180.0,1394.0,0.0,0.0,49.0,1345.0,Lebanon,8174,"Millcreek township, Lebanon County, Pennsylvania"
-,8.0,222.0,0.0,0.0,0.0,222.0,Lebanon,8923,"Mount Gretna borough, Lebanon County, Pennsylvania"
744,537.0,1451.0,65.0,76.0,108.0,1202.0,Lebanon,8468,"Myerstown borough, Lebanon County, Pennsylvania"
845,161.0,969.0,15.0,13.0,16.0,925.0,Lebanon,8176,"North Annville township, Lebanon County, Pennsylvania"
982,1030.0,3119.0,139.0,16.0,77.0,2887.0,Lebanon,8304,"North Cornwall township, Lebanon County, Pennsylvania"
904,947.0,4961.0,57.0,12.0,210.0,4682.0,Lebanon,8346,"North Lebanon township, Lebanon County, Pennsylvania"
1182,689.0,3579.0,113.0,48.0,116.0,3302.0,Lebanon,10110,"North Londonderry township, Lebanon County, Pennsylvania"
889,1697.0,3619.0,27.0,18.0,366.0,3208.0,Lebanon,8469,"Palmyra borough, Lebanon County, Pennsylvania"
938,95.0,621.0,17.0,0.0,26.0,578.0,Lebanon,8471,"Richland borough, Lebanon County, Pennsylvania"
857,100.0,1186.0,0.0,0.0,26.0,1160.0,Lebanon,8032,"South Annville township, Lebanon County, Pennsylvania"
1060,776.0,3707.0,56.0,26.0,51.0,3574.0,Lebanon,8501,"South Lebanon township, Lebanon County, Pennsylvania"
879,485.0,3324.0,65.0,66.0,67.0,3126.0,Lebanon,8894,"South Londonderry township, Lebanon County, Pennsylvania"
755,319.0,2190.0,0.0,110.0,39.0,2041.0,Lebanon,8896,"Swatara township, Lebanon County, Pennsylvania"
646,268.0,1302.0,0.0,75.0,84.0,1143.0,Lebanon,8860,"Union township, Lebanon County, Pennsylvania"
917,69.0,1059.0,0.0,5.0,40.0,1014.0,Lebanon,7745,"West Cornwall township, Lebanon County, Pennsylvania"
906,145.0,438.0,0.0,0.0,46.0,392.0,Lebanon,8628,"West Lebanon township, Lebanon County, Pennsylvania"
1365,188.0,1029.0,6.0,0.0,0.0,1023.0,Lehigh,8681,"Alburtis borough, Lehigh County, Pennsylvania"
1004,24990.0,45824.0,1176.0,1259.0,5291.0,38098.0,Lehigh,7956,"Allentown city, Lehigh County, Pennsylvania"
1038,3921.0,9017.0,69.0,240.0,1411.0,7297.0,Lehigh,8213,"Bethlehem city, Lehigh County, Pennsylvania"
947,997.0,2817.0,16.0,147.0,242.0,2412.0,Lehigh,8279,"Catasauqua borough, Lehigh County, Pennsylvania"
826,388.0,1043.0,0.0,54.0,167.0,822.0,Lehigh,8281,"Coopersburg borough, Lehigh County, Pennsylvania"
918,378.0,1416.0,58.0,0.0,38.0,1320.0,Lehigh,8476,"Coplay borough, Lehigh County, Pennsylvania"
1091,1793.0,5010.0,17.0,64.0,299.0,4630.0,Lehigh,8030,"Emmaus borough, Lehigh County, Pennsylvania"
806,724.0,2085.0,45.0,29.0,384.0,1627.0,Lehigh,7733,"Fountain Hill borough, Lehigh County, Pennsylvania"
1312,344.0,769.0,0.0,10.0,92.0,667.0,Lehigh,8235,"Hanover township, Lehigh County, Pennsylvania"
1144,228.0,1375.0,52.0,21.0,31.0,1271.0,Lehigh,8237,"Heidelberg township, Lehigh County, Pennsylvania"
1443,1827.0,12957.0,81.0,58.0,352.0,12466.0,Lehigh,7773,"Lower Macungie township, Lehigh County, Pennsylvania"
850,124.0,1518.0,0.0,0.0,44.0,1474.0,Lehigh,7986,"Lower Milford township, Lehigh County, Pennsylvania"
989,54.0,863.0,4.0,0.0,16.0,843.0,Lehigh,7796,"Lowhill township, Lehigh County, Pennsylvania"
1021,231.0,1743.0,15.0,8.0,88.0,1632.0,Lehigh,7798,"Lynn township, Lehigh County, Pennsylvania"
1203,646.0,1475.0,18.0,83.0,135.0,1239.0,Lehigh,8283,"Macungie borough, Lehigh County, Pennsylvania"
1068,1024.0,6351.0,40.0,73.0,217.0,6021.0,Lehigh,7869,"North Whitehall township, Lehigh County, Pennsylvania"
1069,956.0,5762.0,118.0,65.0,147.0,5432.0,Lehigh,8054,"Salisbury township, Lehigh County, Pennsylvania"
807,746.0,1929.0,132.0,22.0,220.0,1555.0,Lehigh,7987,"Slatington borough, Lehigh County, Pennsylvania"
1389,1467.0,7991.0,86.0,134.0,259.0,7512.0,Lehigh,7914,"South Whitehall township, Lehigh County, Pennsylvania"
1556,2537.0,9621.0,235.0,207.0,410.0,8769.0,Lehigh,10215,"Upper Macungie township, Lehigh County, Pennsylvania"
1081,307.0,3212.0,0.0,0.0,63.0,3149.0,Lehigh,10217,"Upper Milford township, Lehigh County, Pennsylvania"
1364,739.0,6216.0,28.0,76.0,28.0,6084.0,Lehigh,8148,"Upper Saucon township, Lehigh County, Pennsylvania"
905,269.0,2695.0,0.0,0.0,13.0,2682.0,Lehigh,8150,"Washington township, Lehigh County, Pennsylvania"
1801,227.0,1963.0,0.0,0.0,10.0,1953.0,Lehigh,7861,"Weisenberg township, Lehigh County, Pennsylvania"
1143,4250.0,11464.0,148.0,180.0,962.0,10174.0,Lehigh,9320,"Whitehall township, Lehigh County, Pennsylvania"
737,339.0,1409.0,0.0,0.0,53.0,1356.0,Luzerne,8273,"Ashley borough, Luzerne County, Pennsylvania"
745,263.0,1315.0,21.0,12.0,88.0,1194.0,Luzerne,7853,"Avoca borough, Luzerne County, Pennsylvania"
1092,123.0,1413.0,0.0,17.0,23.0,1373.0,Luzerne,8019,"Bear Creek township, Luzerne County, Pennsylvania"
-,10.0,156.0,4.0,4.0,0.0,148.0,Luzerne,9995,"Bear Creek Village borough, Luzerne County, Pennsylvania"
777,179.0,1203.0,5.0,0.0,0.0,1198.0,Luzerne,8188,"Black Creek township, Luzerne County, Pennsylvania"
1083,12.0,274.0,5.0,2.0,22.0,245.0,Luzerne,8190,"Buck township, Luzerne County, Pennsylvania"
839,312.0,4218.0,100.0,26.0,175.0,3917.0,Luzerne,7778,"Butler township, Luzerne County, Pennsylvania"
836,214.0,894.0,0.0,0.0,38.0,856.0,Luzerne,8028,"Conyngham borough, Luzerne County, Pennsylvania"
746,157.0,770.0,18.0,4.0,13.0,735.0,Luzerne,8238,"Conyngham township, Luzerne County, Pennsylvania"
814,23.0,297.0,0.0,6.0,0.0,291.0,Luzerne,8901,"Courtdale borough, Luzerne County, Pennsylvania"
